WEC,Pin_rms_kW,Ppto_rms_kW,Ploss_rms_kW,Pdel_rms_kW,Eff_RMS_pct,Eff_Energy_pct,LossFrac_RMS_pct,LossFrac_Energy_pct,Corr_Pin_Ppto,Lag_Ppto_vs_Pin_s
WEC1,2222.04791791067,653.70361933583,7.3991652963607,646.665073990367,29.1022110179518,43.7498096838293,1.13188378915178,0.926898521825036,0.441749303367467,3.61035370716412
WEC2,1665.46352131816,493.241608334858,4.13005999110448,489.292749405367,29.37877312486,44.9737318050459,0.83733000649463,0.695525624292266,0.438701229708692,3.63122280373732
