WEC,Pin_rms_kW,Ppto_rms_kW,Ploss_rms_kW,Pdel_rms_kW,Eff_RMS_pct,Eff_Energy_pct,LossFrac_RMS_pct,LossFrac_Energy_pct,Corr_Pin_Ppto,Lag_Ppto_vs_Pin_s
WEC1,2222.04791791067,653.70361933583,0.569166561258515,653.161909767374,29.3945915613523,44.1276345112721,0.0870679837809059,0.0712998862942335,0.441749303367467,3.61035370716412
WEC2,1665.46352131816,493.241608334858,0.317696922392653,492.937744520275,29.5976308223269,45.2644961414236,0.0644100004995869,0.0535019710994051,0.438701229708692,3.63122280373732
